Domain,TypingDifficult,CharacterFrequent
urkaelt.info,34.833333333333336,4.725833333333333
nqqxqdg.info,39.833333333333336,2.7608333333333337
guqstpy.info,36.833333333333336,3.473333333333334
lecajst.info,39.833333333333336,4.901666666666666
liyahhb.info,39.833333333333336,3.8474999999999997
rsymdhk.info,40.833333333333336,3.9233333333333333
smclmfc.info,42.833333333333336,4.938333333333333
rqedqrd.info,32.833333333333336,3.9791666666666665
udududu.info,29.25,3.504166666666667
jlqlrlq.info,37.75,3.3825000000000003
lroqojg.info,34.833333333333336,4.5975
axsbjnc.info,45.833333333333336,4.1175
svxutcm.info,43.833333333333336,4.200833333333333
gfnxxrt.info,43.833333333333336,3.5883333333333334
fvffynt.info,37.833333333333336,3.2275000000000005
wnywaia.info,34.833333333333336,4.183333333333333
ujolyif.info,33.833333333333336,3.984166666666667
txerrhc.info,41.833333333333336,4.738333333333333
bbtaafm.info,35.833333333333336,4.435
fwakadj.info,36.833333333333336,3.5941666666666667
vroukdd.info,35.833333333333336,4.099166666666666
tdmuddb.info,33.833333333333336,3.8908333333333336
usmkecy.info,39.833333333333336,4.5233333333333325
gfsrfgr.info,37.833333333333336,3.8949999999999996
vekqwdk.info,38.833333333333336,3.1575
tfkyjyi.info,37.833333333333336,3.233333333333334
bprcfos.info,38.75,4.6925
bgnqado.info,35.833333333333336,4.298333333333333
pbchjln.info,42.833333333333336,3.7583333333333333
raemscf.info,37.833333333333336,5.2491666666666665
oaoyorw.info,31.833333333333332,5.642499999999999
njkyhle.info,40.833333333333336,3.6808333333333336
xnwwbmg.info,40.833333333333336,3.356666666666667
greqlro.info,33.833333333333336,4.884166666666666
jvyqipb.info,37.833333333333336,2.941666666666667
ssacqhl.info,43.833333333333336,4.385
crgfvym.info,40.833333333333336,3.9683333333333333
qdkckem.info,39.833333333333336,4.100833333333333
dmcojiy.info,36.833333333333336,4.638333333333333
odshytl.info,38.833333333333336,4.3675
wlwlwlw.info,36.25,3.135
laetmsv.info,37.833333333333336,4.8975
qnbfnwu.info,35.833333333333336,3.3066666666666666
obglxpp.info,39.833333333333336,3.828333333333333
oygeqwb.info,34.833333333333336,3.9066666666666667
piimbwg.info,33.833333333333336,3.9749999999999996
tffcnbk.info,40.833333333333336,3.8033333333333332
mueatgp.info,32.833333333333336,4.700833333333333
ofbsxyr.info,40.833333333333336,4.043333333333333
tgevmtk.info,37.833333333333336,4.308333333333333
vmwwllp.info,37.833333333333336,3.4766666666666666
nvtders.info,37.833333333333336,4.604166666666666
edaedbf.info,32.75,4.476666666666666
cwqqrwt.info,36.833333333333336,3.5508333333333333
eahcoiu.info,34.833333333333336,5.4125000000000005
ywausjh.info,38.833333333333336,3.4966666666666666
wtlivmc.info,38.833333333333336,4.364999999999999
shwvlgx.info,45.833333333333336,3.174166666666667
utifwuh.info,32.833333333333336,3.605833333333333
gvvjtmv.info,41.833333333333336,3.313333333333333
bmayybr.info,37.833333333333336,4.016666666666667
ijlesyv.info,38.833333333333336,3.965
xbrgcde.info,41.833333333333336,4.225
ngxfihg.info,41.833333333333336,3.4533333333333336
vqwddvg.info,38.833333333333336,2.763333333333333
qxjhenw.info,40.833333333333336,3.2558333333333334
qjrtsam.info,36.833333333333336,4.371666666666666
fdmnfxa.info,38.75,3.8641666666666663
hqjlvoq.info,38.833333333333336,3.329166666666667
ccrelks.info,43.833333333333336,5.0616666666666665
kentpmw.info,35.833333333333336,4.290833333333333
jukyhqv.info,40.833333333333336,2.629166666666667
vttvvtt.info,39.583333333333336,3.8541666666666665
olsdhwa.info,37.833333333333336,4.4975
ofqjqgs.info,36.833333333333336,3.4791666666666665
hseupsn.info,38.833333333333336,4.401666666666666
upsnusf.info,36.833333333333336,3.9341666666666666
fttegsf.info,35.833333333333336,4.214166666666666
pwiqwix.info,35.75,3.2108333333333334
nmgxbct.info,43.833333333333336,4.220833333333332
hfyjrew.info,36.833333333333336,3.5025
udsuvtb.info,36.833333333333336,3.688333333333333
nggoatx.info,39.833333333333336,4.5616666666666665
dwmuhcy.info,38.833333333333336,3.7816666666666667
oyvqcyw.info,39.833333333333336,3.6675
eujjcnx.info,41.833333333333336,3.8683333333333327
hdekxpo.info,39.833333333333336,4.1025
aiffgsb.info,36.833333333333336,3.9275
fsnjugd.info,37.833333333333336,3.5066666666666664
weiktuj.info,33.833333333333336,3.8966666666666665
juthkru.info,36.833333333333336,3.603333333333333
gdifrnc.info,37.833333333333336,4.364166666666666
xqobysp.info,40.833333333333336,3.6466666666666665
jnkjyyi.info,39.833333333333336,3.1458333333333335
gsjyqbt.info,39.833333333333336,3.2258333333333336
knblcnb.info,43.75,4.0675
lfhjhpe.info,38.833333333333336,3.513333333333333
lhmviyo.info,37.833333333333336,4.378333333333333
vshprff.info,39.833333333333336,3.4633333333333334
fupghie.info,33.833333333333336,3.9066666666666663
ifkccxv.info,46.833333333333336,3.8649999999999998
mnvpmce.info,38.833333333333336,4.8625
qoddrnv.info,35.833333333333336,4.159999999999999
kpaftyj.info,37.833333333333336,3.446666666666667
oguiwqs.info,33.833333333333336,4.125
nqtsqqt.info,36.75,3.595833333333333
sqqokus.info,37.833333333333336,3.938333333333333
wnxeqyy.info,39.833333333333336,3.2641666666666667
pikkbwc.info,40.833333333333336,3.6133333333333333
jwwxlbk.info,42.833333333333336,2.6966666666666668
kocvvav.info,43.833333333333336,4.265833333333332
khmqlcp.info,41.833333333333336,3.794166666666667
tnylegd.info,36.833333333333336,4.206666666666666
kvublxw.info,42.833333333333336,2.924166666666667
uhaefdk.info,35.833333333333336,3.965
wppcyuc.info,39.833333333333336,3.8641666666666663
dxpwgro.info,37.833333333333336,3.931666666666666
qssihtu.info,37.833333333333336,4.038333333333333
vpargxk.info,42.833333333333336,3.5966666666666662
lyalkay.info,39.833333333333336,4.009166666666666
mmbbfdl.info,36.833333333333336,3.8974999999999995
qcfqujg.info,37.833333333333336,3.046666666666667
xvikjmg.info,42.833333333333336,3.3350000000000004
eyxnsih.info,41.833333333333336,4.140833333333333
sthirxg.info,41.833333333333336,4.089999999999999
mqqwwyp.info,34.833333333333336,2.8625000000000003
