Domain,TypingDifficult,CharacterFrequent
6c502ccd64be6fa75584ebd9676f45e9.org,140.44444444444446,2.3274999999999997
6a85dd003092a62233188a8fcf983cc7.cz.cc,178.44736842105263,1.948157894736842
38fadaf77933d3026925a5effe45bc2e.cz.cc,169.39473684210526,2.312368421052631
c7116a7b930b3daa11a0f89b11338c71.info,164.3783783783784,2.0762162162162157
e7d8cf00e765dd6c36eda62ba548cde6.cz.cc,142.28947368421052,2.8026315789473686
62c156178398817a6ea4d696c4e3592e.cz.cc,164.52631578947367,2.0607894736842107
73bbec2e6bbed03f62762be40ccd78a4.cz.cc,158.18421052631578,2.628421052631579
64948623a134c55a292ae19409db87f5.info,168.56756756756758,1.796486486486486
e02b80cdc907f8f1718aebe8049f60ea.cz.cc,162.3684210526316,2.471315789473684
e02b80cdc907f8f1718aebe8049f60ea.info,149.40540540540542,2.5491891891891885
c0c09ec907555fd4a94a48658ef1d16c.cz.cc,171.3684210526316,2.3552631578947367
e29fd482842fa15216582c003fb54c35.info,172.54054054054055,1.6813513513513514
e42067ca038ece7ded16e8140cbebf90.co.cc,152.3684210526316,3.1363157894736835
ae110b657726824131e616cb8761f788.co.cc,158.55263157894737,1.8131578947368419
73bbec2e6bbed03f62762be40ccd78a4.co.cc,154.18421052631578,2.8786842105263157
247606ec878197e0108645acb4e6a32a.co.cc,159.52631578947367,2.4813157894736846
ce9cd1d708e80cb67e6d09814d518917.co.cc,166.47368421052633,2.384473684210526
ae110b657726824131e616cb8761f788.cz.cc,162.55263157894737,1.5628947368421053
3f75c5c0a90bbf149a8be471f42dca05.co.cc,175.3684210526316,2.5250000000000004
e02b80cdc907f8f1718aebe8049f60ea.org,147.41666666666666,2.517777777777778
6c502ccd64be6fa75584ebd9676f45e9.info,142.43243243243242,2.364054054054053
e42067ca038ece7ded16e8140cbebf90.cz.cc,156.3684210526316,2.8860526315789468
42a2e721318770ebd343aee888773a16.info,163.43243243243242,2.2105405405405403
e7d8cf00e765dd6c36eda62ba548cde6.info,129.32432432432432,2.889459459459459
62c156178398817a6ea4d696c4e3592e.org,149.58333333333334,2.0844444444444448
12d2aa67944f483b97deb44702aab6dc.info,156.35135135135135,2.2321621621621617
c0c09ec907555fd4a94a48658ef1d16c.org,156.41666666666666,2.395277777777778
d7a515fd86ded44d238563694d891b1f.org,149.47222222222223,1.5533333333333332
38fadaf77933d3026925a5effe45bc2e.org,154.44444444444446,2.3499999999999996
e29fd482842fa15216582c003fb54c35.co.cc,181.5,1.8765789473684211
4a40f2318366d47383975f910ebf8c96.info,160.56756756756758,1.4824324324324323
b6f2809fbecaa43dc03b59b0580ad19d.org,152.38888888888889,2.2783333333333338
12d2aa67944f483b97deb44702aab6dc.cz.cc,169.31578947368422,2.162631578947368
6c502ccd64be6fa75584ebd9676f45e9.cz.cc,155.3684210526316,2.291052631578947
14faa00f5a0e8292fcd6e0777f950df4.org,147.41666666666666,2.1155555555555554
23b6bdf8112a9afed8a248955bd4418e.info,158.43243243243242,2.1021621621621622
6a85dd003092a62233188a8fcf983cc7.co.cc,174.44736842105263,2.1984210526315793
42a2e721318770ebd343aee888773a16.org,161.44444444444446,2.1697222222222226
c0c09ec907555fd4a94a48658ef1d16c.co.cc,167.3684210526316,2.605526315789474
4a40f2318366d47383975f910ebf8c96.org,158.58333333333334,1.4213888888888888
64948623a134c55a292ae19409db87f5.cz.cc,181.52631578947367,1.7384210526315786
8b46d34073113391ba3ada4f4eb007d7.cz.cc,172.44736842105263,1.7973684210526315
c7116a7b930b3daa11a0f89b11338c71.co.cc,173.3421052631579,2.261052631578947
42a2e721318770ebd343aee888773a16.cz.cc,176.39473684210526,2.141578947368421
