Domain,TypingDifficult,CharacterFrequent
361cfde1.net,41.166666666666664,3.1274999999999995
361cfde1.org,41.166666666666664,3.1566666666666663
d55c0160.duckdns.org,73.2,2.7904999999999998
4b8aa17a.org,47.166666666666664,3.5091666666666668
d55c0160.com,47.333333333333336,2.8108333333333335
bbcaba6d.org,37.916666666666664,4.045833333333333
d55c0160.net,45.333333333333336,2.3675
bbcaba6d.com,39.916666666666664,4.46
4b8aa17a.net,47.166666666666664,3.48
4b8aa17a.duckdns.org,75.1,3.4580000000000006
4b8aa17a.com,49.166666666666664,3.923333333333334
bbcaba6d.net,37.916666666666664,4.016666666666667
bbcaba6d.duckdns.org,65.95,3.7800000000000002
361cfde1.com,43.166666666666664,3.5708333333333333
d55c0160.org,45.333333333333336,2.3966666666666665
361cfde1.duckdns.org,69.1,3.2465
