Domain,TypingDifficult,CharacterFrequent
oioberionirkutskagl.com,71.8695652173913,5.543478260869565
ikolerionirkutskagl.com,74.91304347826087,5.2504347826086954
mssherionirkutskagl.com,79.91304347826087,5.138260869565218
miwxerionirkutskagl.com,76.91304347826087,4.913478260869565
ceqderionirkutskagl.com,75.91304347826087,5.101739130434782
ysgnerionirkutskagl.com,78.91304347826087,4.93
eacberionirkutskagl.com,76.91304347826087,5.376086956521739
yksperionirkutskagl.com,78.91304347826087,4.779565217391305
gmqderionirkutskagl.com,74.91304347826087,4.828695652173913
cmklerionirkutskagl.com,79.91304347826087,5.145217391304348
gqiverionirkutskagl.com,75.91304347826087,4.734782608695652
umunerionirkutskagl.com,72.91304347826087,5.081739130434783
akmverionirkutskagl.com,77.91304347826087,5.024347826086957
ousterionirkutskagl.com,73.91304347826087,5.34608695652174
aakperionirkutskagl.com,75.91304347826087,5.116086956521738
iukferionirkutskagl.com,73.91304347826087,4.829130434782608
ggiferionirkutskagl.com,74.91304347826087,4.840434782608696
ecexerionirkutskagl.com,78.91304347826087,5.343043478260869
ukqjerionirkutskagl.com,75.91304347826087,4.547391304347826
wceberionirkutskagl.com,76.91304347826087,5.109565217391304
qgmferionirkutskagl.com,74.91304347826087,4.7700000000000005
omsverionirkutskagl.com,76.8695652173913,5.31391304347826
cmmferionirkutskagl.com,76.91304347826087,5.242608695652173
akeferionirkutskagl.com,74.91304347826087,5.102173913043478
yeuperionirkutskagl.com,72.91304347826087,4.963478260869565
gasterionirkutskagl.com,76.91304347826087,5.188695652173913
seclerionirkutskagl.com,78.91304347826087,5.372608695652174
wqqderionirkutskagl.com,73.91304347826087,4.498695652173913
skazerionirkutskagl.com,80.78260869565217,4.95
kqcderionirkutskagl.com,78.91304347826087,4.823478260869565
gyanerionirkutskagl.com,76.91304347826087,5.013913043478261
muexerionirkutskagl.com,75.91304347826087,5.096521739130435
ccyjerionirkutskagl.com,81.91304347826087,5.01608695652174
euujerionirkutskagl.com,71.91304347826087,4.948695652173913
ggsterionirkutskagl.com,77.91304347826087,4.98391304347826
sqcxerionirkutskagl.com,82.91304347826087,4.886521739130434
iaclerionirkutskagl.com,76.91304347826087,5.361739130434782
mygberionirkutskagl.com,76.91304347826087,4.850434782608696
goeferionirkutskagl.com,72.91304347826087,5.2708695652173905
esajerionirkutskagl.com,75.91304347826087,5.221304347826087
gcyverionirkutskagl.com,80.91304347826087,4.842173913043479
ukkberionirkutskagl.com,77.91304347826087,4.677391304347827
ouqxerionirkutskagl.com,75.91304347826087,4.923478260869565
eemzerionirkutskagl.com,74.91304347826087,5.314782608695652
wqaberionirkutskagl.com,74.91304347826087,4.7730434782608695
qiiderionirkutskagl.com,71.91304347826087,4.9482608695652175
momperionirkutskagl.com,72.8695652173913,5.423478260869564
uiyherionirkutskagl.com,74.91304347826087,4.849130434782609
uwkzerionirkutskagl.com,77.91304347826087,4.589130434782608
mqoperionirkutskagl.com,72.91304347826087,5.1552173913043475
umanerionirkutskagl.com,73.91304347826087,5.26
